Ссылка,Цена,Количество комнат,Тип дома,Год постройки,Этаж,Этажность,"Площадь, м2",Балкон,Санузел,Потолки,Квартира мебелирована,Состояние квартиры,Район
https://krisha.kz//a/show/686450136,33301870.0,2.0,монолитный,2024.0,,,71.54,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/685968305,43314342.0,2.0,монолитный,2024.0,,,68.0,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/685955079,28600000.0,2.0,монолитный,2024.0,,,65.0,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/685145996,25965800.0,3.0,монолитный,2023.0,,,76.37,,2 с/у и более,,,, Алматы р-н
https://krisha.kz//a/show/683999313,15640800.0,1.0,кирпичный,2024.0,,,55.86,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/683962802,42500000.0,3.0,монолитный,2023.0,,,86.8,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/682920204,21532800.0,2.0,кирпичный,2024.0,,,67.29,,совмещенный,,,,
https://krisha.kz//a/show/680906991,28700000.0,1.0,монолитный,2023.0,,,42.87,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/682715990,27000000.0,2.0,монолитный,2020.0,7.0,18.0,61.0,лоджия,раздельный,2.7,,среднее, Сарыарка р-н
https://krisha.kz//a/show/691000192,79000000.0,3.0,,2011.0,5.0,5.0,160.0,,2 с/у и более,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692046165,69000000.0,3.0,монолитный,2023.0,8.0,9.0,110.0,лоджия,,2.8,,хорошее, Алматы р-н
https://krisha.kz//a/show/679156768,91338000.0,5.0,монолитный,2022.0,,,236.6,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/678646990,19048500.0,1.0,кирпичный,2024.0,,,42.33,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/679004695,23050800.0,1.0,монолитный,2024.0,,,40.44,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/691175615,27000000.0,2.0,монолитный,2014.0,1.0,24.0,68.0,балкон,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/678477504,36805700.0,3.0,кирпичный,2023.0,,,89.77,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/687583062,18984800.0,2.0,монолитный,2023.0,,,49.96,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/679180519,37116000.0,3.0,монолитный,2022.0,,,92.79,,раздельный,,,, Нура р-н
https://krisha.kz//a/show/686087381,26749800.0,3.0,монолитный,2022.0,,,69.3,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/691081451,39000000.0,2.0,монолитный,2006.0,1.0,19.0,85.0,лоджия,,3.0,,среднее, Алматы р-н
https://krisha.kz//a/show/691417715,50000000.0,2.0,монолитный,2014.0,9.0,10.0,108.1,балкон,2 с/у и более,2.7,,хорошее,
https://krisha.kz//a/show/691518378,73000000.0,3.0,монолитный,2022.0,1.0,12.0,105.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/679184609,31206000.0,2.0,монолитный,2023.0,,,74.3,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/690866268,56000000.0,3.0,кирпичный,2008.0,2.0,4.0,118.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/676685287,33778432.0,3.0,монолитный,2024.0,,,89.54,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/684783603,25493000.0,2.0,кирпичный,2023.0,,,68.9,,раздельный,,,, Алматы р-н
https://krisha.kz//a/show/674013897,17262000.0,1.0,монолитный,2024.0,,,41.1,,совмещенный,,,, Сарыарка р-н
https://krisha.kz//a/show/673847136,30030000.0,2.0,монолитный,2023.0,,,71.5,,раздельный,,,, Алматы р-н
https://krisha.kz//a/show/673232341,29048000.0,3.0,монолитный,2022.0,,,72.62,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/673201587,19228800.0,2.0,монолитный,2024.0,,,60.09,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/692459957,35000000.0,3.0,кирпичный,2004.0,5.0,5.0,87.0,,2 с/у и более,2.8,,, Алматы р-н
https://krisha.kz//a/show/692492389,33900000.0,2.0,монолитный,2023.0,1.0,20.0,51.37,лоджия,,3.3,,хорошее, Есильский р-н
https://krisha.kz//a/show/686220810,38919600.0,3.0,монолитный,2023.0,,,91.04,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/687641432,18800000.0,1.0,,2019.0,2.0,12.0,37.0,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/666337437,14069100.0,2.0,монолитный,2022.0,,,61.17,,совмещенный,,,,
https://krisha.kz//a/show/665712220,30460800.0,2.0,монолитный,2022.0,,,66.8,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/57665172,53000000.0,4.0,панельный,2024.0,,,115.0,,раздельный,,,, Есильский р-н
https://krisha.kz//a/show/689813878,33000000.0,2.0,кирпичный,2015.0,5.0,9.0,67.0,лоджия,,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/678149388,27000000.0,3.0,кирпичный,2011.0,6.0,14.0,76.6,лоджия,,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/678773604,67500000.0,3.0,кирпичный,2018.0,3.0,5.0,97.0,лоджия,2 с/у и более,3.0,,, Есильский р-н
https://krisha.kz//a/show/691003072,17800000.0,1.0,,2024.0,2.0,12.0,42.0,,,,,, Нура р-н
https://krisha.kz//a/show/692596787,24600000.0,3.0,кирпичный,1998.0,4.0,5.0,61.0,,,,,хорошее, Алматы р-н
https://krisha.kz//a/show/691265472,40500000.0,2.0,монолитный,2019.0,3.0,12.0,63.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/690595709,29199000.0,3.0,кирпичный,2012.0,5.0,10.0,75.5,лоджия,раздельный,2.5,,хорошее, Алматы р-н
https://krisha.kz//a/show/692420814,31999999.0,3.0,кирпичный,2016.0,3.0,9.0,78.1,балкон и лоджия,раздельный,2.7,,хорошее,
https://krisha.kz//a/show/689581564,16500000.0,2.0,панельный,1971.0,4.0,5.0,45.0,балкон,раздельный,2.7,,среднее, Сарыарка р-н
https://krisha.kz//a/show/692410242,15000000.0,1.0,панельный,1973.0,3.0,5.0,29.4,балкон,совмещенный,2.5,,хорошее, Алматы р-н
https://krisha.kz//a/show/689193285,65990620.0,4.0,монолитный,2025.0,,,136.91,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/691171400,5200000.0,1.0,кирпичный,1980.0,5.0,5.0,14.0,балкон,раздельный,2.7,,хорошее, р-н Байконур
https://krisha.kz//a/show/689194021,17892900.0,1.0,монолитный,2024.0,,,41.56,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688570023,25099590.0,2.0,монолитный,2024.0,,,53.29,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/688393760,78287100.0,4.0,монолитный,2024.0,,,132.69,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/688329368,25564600.0,3.0,монолитный,2024.0,,,70.04,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/691447016,17900000.0,1.0,монолитный,2011.0,2.0,13.0,34.0,,,,,,
https://krisha.kz//a/show/688329596,31458000.0,2.0,монолитный,2024.0,,,49.0,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688329507,36997240.0,3.0,монолитный,2024.0,,,80.78,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/692233233,13000000.0,1.0,,2024.0,1.0,12.0,41.0,,,,,, Нура р-н
https://krisha.kz//a/show/688475682,27190800.0,2.0,монолитный,2024.0,,,49.8,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688329721,17930700.0,1.0,монолитный,2024.0,,,34.35,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688596296,58000000.0,3.0,кирпичный,1999.0,3.0,9.0,121.0,балкон и лоджия,2 с/у и более,3.0,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/687812555,13362000.0,1.0,монолитный,2024.0,,,31.44,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/687200798,28800000.0,2.0,кирпичный,2006.0,9.0,9.0,70.9,балкон,2 с/у и более,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/687637481,32214060.0,3.0,монолитный,2023.0,,,84.33,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/692402495,23000000.0,2.0,монолитный,2020.0,1.0,22.0,47.0,балкон,,2.8,,хорошее, Нура р-н
https://krisha.kz//a/show/687604334,27730500.0,1.0,монолитный,2021.0,,,48.65,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/687829798,31466980.0,2.0,монолитный,2024.0,,,50.59,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/685040095,32357000.0,2.0,монолитный,2024.0,,,68.12,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/684999469,30253900.0,2.0,монолитный,2024.0,,,73.79,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/684969693,55658425.0,4.0,кирпичный,2024.0,,,128.69,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/687691690,27009860.0,1.0,монолитный,2024.0,,,43.99,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/692223395,23000000.0,1.0,кирпичный,2019.0,7.0,8.0,43.0,лоджия,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/682378659,92418600.0,3.0,монолитный,2023.0,,,124.89,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/690842827,15535450.0,2.0,монолитный,2022.0,,,41.65,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/678641380,53458020.0,3.0,монолитный,2023.0,,,102.41,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/687844373,45645120.0,3.0,монолитный,2023.0,,,77.76,,2 с/у и более,,,,
https://krisha.kz//a/show/689190772,47430480.0,3.0,монолитный,2022.0,,,69.04,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/665869685,36210510.0,3.0,монолитный,2025.0,,,82.11,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/661368016,41173600.0,3.0,монолитный,2024.0,,,76.96,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/669359195,24956280.0,2.0,монолитный,2024.0,,,45.96,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/57566503,30179280.0,2.0,монолитный,2023.0,,,61.89,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/688551178,29990000.0,3.0,монолитный,2008.0,2.0,10.0,55.9,,совмещенный,3.2,,, Есильский р-н
https://krisha.kz//a/show/689293985,17800000.0,2.0,кирпичный,2010.0,6.0,6.0,51.4,,раздельный,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/692427346,18900000.0,1.0,кирпичный,2008.0,5.0,12.0,45.4,,раздельный,2.8,,хорошее, Алматы р-н
https://krisha.kz//a/show/692481963,19800000.0,1.0,кирпичный,2020.0,4.0,9.0,36.0,,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/690781553,17000000.0,1.0,монолитный,2023.0,2.0,20.0,42.0,лоджия,,2.7,,требует ремонта, Есильский р-н
https://krisha.kz//a/show/691492700,14500000.0,1.0,кирпичный,2014.0,4.0,5.0,35.2,,совмещенный,3.3,,хорошее, Алматы р-н
https://krisha.kz//a/show/692182051,28000000.0,2.0,кирпичный,2023.0,1.0,12.0,41.1,,совмещенный,3.0,,, Есильский р-н
https://krisha.kz//a/show/692437588,18500000.0,2.0,иное,2007.0,7.0,12.0,45.6,,,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/692371227,45000000.0,2.0,монолитный,2020.0,1.0,20.0,65.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/686780185,70000000.0,4.0,монолитный,2010.0,6.0,8.0,155.0,балкон,2 с/у и более,2.7,,, Есильский р-н
https://krisha.kz//a/show/691909744,27000000.0,3.0,кирпичный,2020.0,1.0,10.0,78.0,балкон,,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/690907171,11500000.0,1.0,,2023.0,5.0,12.0,28.0,,совмещенный,3.0,,, Нура р-н
https://krisha.kz//a/show/692064709,28500000.0,2.0,монолитный,2010.0,4.0,11.0,59.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/692079869,48500000.0,2.0,монолитный,2020.0,6.0,9.0,70.0,лоджия,,,,хорошее, Есильский р-н
https://krisha.kz//a/show/689648457,13200000.0,1.0,кирпичный,2006.0,9.0,9.0,31.0,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/692492522,23000000.0,1.0,монолитный,2021.0,7.0,9.0,45.0,лоджия,,2.8,,хорошее, Есильский р-н
https://krisha.kz//a/show/692206413,26999000.0,2.0,кирпичный,2019.0,1.0,12.0,43.0,,,,,, Есильский р-н
https://krisha.kz//a/show/691815776,50000000.0,4.0,монолитный,2024.0,4.0,22.0,102.5,,2 с/у и более,3.0,,, Нура р-н
https://krisha.kz//a/show/692427919,37000000.0,3.0,кирпичный,2020.0,1.0,9.0,95.53,лоджия,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/691816506,26799000.0,2.0,монолитный,2023.0,8.0,12.0,40.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/691648935,19700000.0,1.0,монолитный,2018.0,2.0,23.0,40.7,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/688421093,14021500.0,2.0,кирпичный,2024.0,,,48.35,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/685378118,26532750.0,2.0,монолитный,2024.0,,,62.43,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/692574938,35000000.0,3.0,,2015.0,6.0,9.0,75.8,,,,,хорошее, Нура р-н
https://krisha.kz//a/show/683336684,23200000.0,1.0,кирпичный,2019.0,8.0,8.0,36.4,лоджия,,,,хорошее, Есильский р-н
https://krisha.kz//a/show/692256070,12700000.0,1.0,кирпичный,2024.0,5.0,12.0,36.44,лоджия,,2.7,,требует ремонта, Алматы р-н
https://krisha.kz//a/show/687647327,19600000.0,2.0,кирпичный,2023.0,9.0,12.0,59.0,лоджия,совмещенный,2.8,,, Алматы р-н
https://krisha.kz//a/show/689201489,53000000.0,3.0,кирпичный,2009.0,1.0,12.0,132.1,балкон и лоджия,,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/692559238,63000000.0,4.0,монолитный,2012.0,3.0,20.0,142.7,,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/683807070,45000000.0,3.0,монолитный,2015.0,1.0,16.0,93.0,лоджия,совмещенный,2.8,,, Есильский р-н
https://krisha.kz//a/show/691562169,19999990.0,2.0,кирпичный,2010.0,6.0,9.0,49.0,балкон,2 с/у и более,2.7,,хорошее, Сарыарка р-н
https://krisha.kz//a/show/691918681,32000000.0,1.0,монолитный,2016.0,4.0,7.0,45.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692400827,21000000.0,1.0,кирпичный,2012.0,1.0,20.0,48.5,балкон,,2.8,,хорошее, р-н Байконур
https://krisha.kz//a/show/692554922,16700000.0,1.0,кирпичный,2020.0,2.0,9.0,36.5,балкон,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/690965571,25200000.0,1.0,монолитный,2007.0,9.0,10.0,62.0,,,2.7,,, Алматы р-н
https://krisha.kz//a/show/691896025,20499990.0,1.0,монолитный,2015.0,2.0,23.0,44.5,лоджия,,2.7,,хорошее, Нура р-н
https://krisha.kz//a/show/692017417,27000000.0,1.0,монолитный,2024.0,1.0,12.0,43.1,лоджия,,3.0,,черновая отделка, Нура р-н
https://krisha.kz//a/show/692421964,115000000.0,4.0,монолитный,2019.0,5.0,12.0,140.0,,2 с/у и более,3.0,,, Есильский р-н
https://krisha.kz//a/show/692017818,34000000.0,2.0,кирпичный,2020.0,7.0,9.0,50.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692294143,30000000.0,2.0,кирпичный,2004.0,4.0,5.0,67.7,лоджия,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692296691,15900000.0,1.0,,2014.0,9.0,11.0,37.6,,совмещенный,2.7,,, Сарыарка р-н
https://krisha.kz//a/show/691149885,20500000.0,1.0,кирпичный,2019.0,4.0,10.0,36.5,лоджия,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/691885693,25900000.0,2.0,монолитный,2014.0,1.0,19.0,57.1,,,2.7,,среднее, Алматы р-н
https://krisha.kz//a/show/690684474,27990000.0,1.0,кирпичный,2017.0,9.0,10.0,49.0,,,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/689915816,225000000.0,4.0,кирпичный,2015.0,2.0,8.0,234.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/691146756,33500000.0,3.0,кирпичный,2006.0,7.0,9.0,82.0,несколько балконов или лоджий,раздельный,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692025456,27800000.0,1.0,монолитный,2023.0,6.0,12.0,43.0,лоджия,,3.0,,черновая отделка, Нура р-н
https://krisha.kz//a/show/669874453,32163000.0,2.0,монолитный,2023.0,,,71.0,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/669518584,11200000.0,1.0,кирпичный,2023.0,,,40.0,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/57186621,10397400.0,1.0,кирпичный,2023.0,,,39.99,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/692205534,30561339.0,2.0,кирпичный,2024.0,,,71.33,,совмещенный,,,, Сарыарка р-н
https://krisha.kz//a/show/691592474,9720000.0,1.0,кирпичный,2025.0,,,40.5,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/691213115,100895300.0,3.0,монолитный,2023.0,,,150.59,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/689938401,26910000.0,2.0,монолитный,2022.0,,,69.0,,раздельный,,,, Сарыарка р-н
https://krisha.kz//a/show/675496673,35037000.0,2.0,монолитный,2023.0,,,68.7,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/689144276,89159000.0,4.0,монолитный,2023.0,,,127.37,,2 с/у и более,,,, Алматы р-н
https://krisha.kz//a/show/689864938,29767500.0,2.0,монолитный,2024.0,,,66.15,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/687985247,18882000.0,1.0,монолитный,2024.0,,,41.96,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/687325903,31360000.0,2.0,кирпичный,2024.0,,,62.72,,,,,, Нура р-н
https://krisha.kz//a/show/687014859,24596000.0,2.0,монолитный,2024.0,,,61.49,,,,,, Нура р-н
https://krisha.kz//a/show/685202056,27370000.0,3.0,монолитный,2023.0,,,80.5,,2 с/у и более,,,, Алматы р-н
https://krisha.kz//a/show/683999316,15741000.0,2.0,кирпичный,2024.0,,,58.3,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/681844949,29700000.0,1.0,монолитный,2023.0,,,45.66,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/686605941,24128000.0,1.0,монолитный,2022.0,,,46.4,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/678646997,24930000.0,2.0,кирпичный,2024.0,,,55.4,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/678477505,37416600.0,3.0,кирпичный,2023.0,,,91.26,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/677885333,19800000.0,1.0,монолитный,2022.0,,,45.0,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/678811628,19654400.0,2.0,монолитный,2023.0,,,53.12,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/677730592,27343000.0,3.0,монолитный,2022.0,,,73.9,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/691886675,16400000.0,1.0,,2020.0,3.0,5.0,38.0,,совмещенный,,,,
https://krisha.kz//a/show/676685295,16361967.0,1.0,монолитный,2024.0,,,38.94,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/684829443,27738900.0,2.0,кирпичный,2023.0,,,74.97,,раздельный,,,, Алматы р-н
https://krisha.kz//a/show/673847134,30803500.0,2.0,монолитный,2023.0,,,67.7,,раздельный,,,, Алматы р-н
https://krisha.kz//a/show/673201588,20291200.0,2.0,монолитный,2024.0,,,63.41,,совмещенный,,,, Алматы р-н
https://krisha.kz//a/show/690916385,12000000.0,1.0,монолитный,2024.0,1.0,17.0,43.34,,,2.85,,черновая отделка,
https://krisha.kz//a/show/692318614,56500000.0,3.0,кирпичный,2017.0,8.0,9.0,81.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/691936764,31500000.0,3.0,кирпичный,2020.0,9.0,10.0,80.0,несколько балконов или лоджий,2 с/у и более,3.0,,черновая отделка, Нура р-н
https://krisha.kz//a/show/692182045,30000000.0,2.0,кирпичный,2013.0,4.0,9.0,65.3,лоджия,раздельный,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/666337438,16840600.0,3.0,монолитный,2022.0,,,73.22,,2 с/у и более,,,,
https://krisha.kz//a/show/692604148,20600000.0,1.0,монолитный,2024.0,1.0,14.0,43.0,лоджия,совмещенный,2.7,,хорошее, Нура р-н
https://krisha.kz//a/show/692048899,44000000.0,2.0,монолитный,2023.0,1.0,23.0,50.0,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692458979,15500000.0,1.0,монолитный,2023.0,6.0,12.0,34.4,,,,,, Есильский р-н
https://krisha.kz//a/show/685971566,31000000.0,1.0,кирпичный,2019.0,3.0,6.0,51.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692048879,44000000.0,2.0,монолитный,2023.0,1.0,23.0,50.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692017709,25000000.0,1.0,монолитный,2024.0,9.0,12.0,39.4,лоджия,,3.0,,черновая отделка, Есильский р-н
https://krisha.kz//a/show/692538767,90900000.0,4.0,монолитный,2015.0,4.0,6.0,137.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/681893217,46200000.0,3.0,монолитный,2013.0,1.0,12.0,99.0,несколько балконов или лоджий,,,,хорошее, Алматы р-н
https://krisha.kz//a/show/692121040,32000000.0,3.0,кирпичный,2021.0,3.0,10.0,61.2,лоджия,,2.7,,хорошее,
https://krisha.kz//a/show/692204782,14800000.0,1.0,кирпичный,2022.0,1.0,6.0,37.4,лоджия,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692546089,43000000.0,2.0,монолитный,2022.0,8.0,12.0,65.0,лоджия,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/691948623,16300000.0,1.0,,2018.0,1.0,17.0,43.0,,,,,черновая отделка,
https://krisha.kz//a/show/684826766,26000000.0,2.0,монолитный,2023.0,6.0,8.0,67.3,,,,,черновая отделка, Сарыарка р-н
https://krisha.kz//a/show/688450698,43000000.0,3.0,кирпичный,2016.0,8.0,8.0,88.0,лоджия,,2.7,,хорошее, Есильский р-н
https://krisha.kz//a/show/692575406,27200000.0,1.0,монолитный,2022.0,,,44.5,лоджия,совмещенный,3.0,,хорошее, Алматы р-н
https://krisha.kz//a/show/692019667,25000000.0,2.0,монолитный,2020.0,7.0,9.0,40.0,,,3.0,,, Есильский р-н
https://krisha.kz//a/show/688421095,16782300.0,2.0,кирпичный,2024.0,,,57.87,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/685378117,26902500.0,2.0,монолитный,2024.0,,,63.3,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/670938422,31000000.0,2.0,иное,2015.0,1.0,16.0,67.0,,,,,, Есильский р-н
https://krisha.kz//a/show/683131898,27000000.0,3.0,монолитный,2021.0,1.0,14.0,60.0,,,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/692617058,34000000.0,2.0,монолитный,2005.0,5.0,9.0,85.0,балкон,раздельный,2.7,,хорошее, Алматы р-н
https://krisha.kz//a/show/690092260,19990000.0,1.0,монолитный,2017.0,6.0,15.0,43.0,,,2.7,,, Есильский р-н
https://krisha.kz//a/show/692366995,50000000.0,3.0,монолитный,2008.0,3.0,41.0,106.0,,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692409908,30000000.0,1.0,монолитный,2023.0,1.0,22.0,42.3,лоджия,,3.0,,хорошее, Нура р-н
https://krisha.kz//a/show/691797097,25300000.0,2.0,кирпичный,2006.0,7.0,9.0,60.0,,раздельный,2.8,,, Алматы р-н
https://krisha.kz//a/show/681029037,74000000.0,3.0,монолитный,2017.0,6.0,18.0,94.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/692250929,30500000.0,2.0,монолитный,2021.0,7.0,18.0,47.0,балкон,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/690129718,23742000.0,2.0,монолитный,2024.0,,,52.76,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/691364963,86000000.0,2.0,монолитный,2022.0,1.0,18.0,80.0,,,,,, Есильский р-н
https://krisha.kz//a/show/689193284,67064000.0,4.0,монолитный,2025.0,,,132.8,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/689194020,17893120.0,1.0,монолитный,2024.0,,,39.94,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688456138,26000000.0,1.0,кирпичный,2018.0,3.0,7.0,41.1,лоджия,,3.0,,хорошее, Есильский р-н
https://krisha.kz//a/show/688570022,26008620.0,2.0,монолитный,2024.0,,,51.81,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/689550995,76900000.0,5.0,монолитный,2007.0,1.0,10.0,210.0,,2 с/у и более,3.2,,, Есильский р-н
https://krisha.kz//a/show/688393759,81951600.0,4.0,монолитный,2024.0,,,132.18,,2 с/у и более,,,, Есильский р-н
https://krisha.kz//a/show/689525632,30500000.0,3.0,монолитный,2010.0,8.0,25.0,75.6,несколько балконов или лоджий,,2.7,,среднее, р-н Байконур
https://krisha.kz//a/show/688329369,25714030.0,3.0,монолитный,2024.0,,,71.23,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/692584278,65000000.0,3.0,монолитный,2017.0,8.0,23.0,98.0,,,2.7,,хорошее,
https://krisha.kz//a/show/688329597,34190420.0,2.0,монолитный,2024.0,,,53.59,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688329506,41325300.0,3.0,монолитный,2024.0,,,74.46,,2 с/у и более,,,, Нура р-н
https://krisha.kz//a/show/688475685,30270640.0,2.0,монолитный,2024.0,,,62.03,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/688329724,19083440.0,1.0,монолитный,2024.0,,,42.22,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/687812707,18654250.0,2.0,монолитный,2024.0,,,44.95,,,,,, Есильский р-н
https://krisha.kz//a/show/687637476,16908060.0,1.0,монолитный,2023.0,,,41.34,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/687604336,29047200.0,1.0,монолитный,2021.0,,,50.96,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/687829800,33133280.0,2.0,монолитный,2024.0,,,52.76,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/692224213,22880000.0,2.0,панельный,1977.0,4.0,5.0,44.6,,раздельный,,,, Сарыарка р-н
https://krisha.kz//a/show/685040096,32852295.0,2.0,монолитный,2024.0,,,66.57,,совмещенный,,,, Есильский р-н
https://krisha.kz//a/show/684999476,34183710.0,4.0,монолитный,2024.0,,,88.33,,совмещенный,,,, Нура р-н
https://krisha.kz//a/show/684969683,19935085.0,1.0,кирпичный,2024.0,,,42.37,,совмещенный,,,, Есильский р-н
